楼外人,不知道为什么评分这么高，反正我是不喜欢。,较差
Jonathan,非常好的讽刺性黑色暴力舞台剧拍成了电影显得有点尴尬。应该是中国内地影史最讽刺的一部，从开头国民党旗到最后跳球乱飞，每一幕都是嘲讽政府和劣根性的中国人，美国佬一句不可思议的中国实在是画龙点睛。看的特别不舒服，很多地方都觉得拍的很别扭。最大的讽刺就是套用了国民党的棋子通过了审核吧。,还行
沙老怪,电影感不是维护什么，电影感的意思是表达准确，为这部戏叹气的原因完全来自于有可能它是个好东西而创作者却因为表达词汇的贫瘠与懒惰亲手使它毁于一旦,较差
小熊QQ,故事很不错，只是技术表演一般，没啥电影感。,推荐
凝香结绿,这一次的直面现实，比夏洛“黑”、深且高级多了，故事的饱满可以弥补形式感的过度和电影化的薄弱,推荐
WillRious,"这夜色太紧张,时间太漫长,我的情郎。在“利益与权力”的“驱动与控制”下,人人都露出了邪恶的嘴脸进行攻击或圆场,一级压一级，连意气方刚的铁男都倒在了枪口下，人性的脆弱暴露无遗，幸亏自由风流的一曼是倒在了枪口下,幸哉。前面很搞，后面很蓝瘦，冲突一幕接一幕，像舞台剧。161029四人橙天凤凰看",推荐
小卓同學。,今年看過最好最有深度最用心的國產電影，強烈推薦，當一部話劇看就好.,力荐
Tom,《鬼子来了》至今被禁止在国内公映是一大遗憾，《驴得水》的出现，多多少少弥补了这种遗憾，能在影院看到这部片子，也算一种进步。,力荐
承泽明,1、跟《夏洛特烦恼》一样，很像小品，电影化程度不够，台词表演来凑；2、女主演的尤其好，一个内心炽烈的奇女子；3、剧本很完整没有拉分，可喜可贺。,还行
嘟嘟熊之父,人之恶，中国人之恶，中国男人之恶。这都多少年了，很久没看过这么有胆识的国产电影了。年度十佳。,推荐
喵尔摩丝,想对用逼良为娼来粉饰太平的乌托邦，认真的由衷的说，操。很欣赏电影在审查制度下，努力把讽刺的力度最大化，但原谅我实在恶心裴魁山骂张一曼的戏，恶心这种对女性先捧后踩的把戏，即使是为了讽刺，也让人十分反胃。,还行
恶魔的步调,非常韩式悲喜剧的模式啊,推荐
Realiennnn,舞台浮夸感浓重的黑色喜剧，东西不是不好，就是用力忒猛了，生怕我们看不出来咋滴。,还行
btr,话剧/电影 中的“表演性”比较。,还行
古尔齐亚,太好看了，剧本过硬，表演到位，节奏控制不错，今年的佳作,力荐
magasa,就这么说吧，年度最好看的国产电影,力荐
我初中就一直在练习变成哪吒,奴才做了主人 是绝不肯废去‘老爷’这个称呼的,力荐
大师兄,诚意十足，水平有限。,还行
熊脑脑,一曼这个人物在国产片里很少见，结尾太不合理了，非常遗憾，让我想起狗镇里的妮可基德曼，但是狗镇最后是觉醒反杀多么爽快，电影作为艺术作品还是要有点升华和态度吧，再看驴得水，就很让人憋屈，情感上不舒服。想打2星，但想到小时代之流，还是公道点了,推荐
贝洛克鲁斯,剧本很好，演员很好，能播出来绝对是进步！虽然也有妥协，但大家都知道说的是什么。我们每个人都身处在这个社会，这个荒诞到像一出舞台剧的大染缸里，里面每一个角色都有可能是我们身边的人，那些疯了的没疯的，无耻的变软的，自杀的逃离的，留下的耿直的又有多少，又到底能不能走到最后？,推荐
包大人,剧本扎实，表演惊艳，这个故事告诉我们，一个蒙古大夫没那么容易被睡服，但是喜欢穿貂的男人一般都很怂。,力荐
su27根本就没有,情节精巧，紧张有力，每个主角都复杂饱满，这样的国产片难得一见。,力荐
舞尽人生的我,笑着开场，看到一半就完全笑不出来了,力荐
婴儿,评分高说明两点：一，国人对现实的巨大不满其实还是无处发泄的。二，这现实就包括美学教育的缺失。,还行
杨三恨,虽然有话剧的痕迹但依然很好看,推荐
比芭宝,20161022@唐阁影城with Dee. 看完难受 电影再次告诉我们好女不睡赤峰男！炮友挑选要紧肾啊！总觉得导演戴着小帽很眼熟 查了百度才想起在学校看过他的毕业作品朱丽小姐～,力荐
臭猴子,我觉得这是借古讽今！！！！！,力荐
文刀大土申,荤段子飚的有点猛，基本上是照搬话剧的台词，也间接体现了导演的不自信吧，电影语言技巧不够，只好拿原作来支撑了，另外这评分8.3有点可怕啊。,还行
肉抖抖,看完心情不太好。,力荐
徐李夫人,好棒 各种细节值得玩味 这么好的作品在当今中国电影市场太值得肯定了 强烈的戏剧冲突感让人在感受到残酷现实的嘴脸 看完心里难受极了,推荐
酒兒,能在北京的电影院里听到中华民国国歌，光凭这点就该打五星。电影本身也是今年国产片少有的佳作。,力荐
Jeannels,窒息感与生理不适，很久没这种观影体验了。,很差
慕鸥,讽刺知识分子的脆弱理想和软弱性，妄图自由掌控身心的女性根本无处可逃的悲哀，更不必说弄虚作假的影射。必须点赞。,推荐
Luc,今年看到的最糟糕的国产片。完全没有电影感，即便是舞台剧拍摄法，技术也业余，还不如学生毕业作品。人物之突兀，性格之极端，感情转折之生硬，让人看的浑身不舒服。所谓隐喻也是强作深刻，扯着嗓子喊大道理那种，越到后面越崩坏，姜文的好没学到，《一步之遥》的毛病倒是都全抄了。,较差
跑跑跑跑跑啊跑,牛逼啊，本子不错，虽然故事是发生在民国时期的黑色幽默，但无不反应当代社会现象，一边看一边在想，这电影怎么过审的，段子也很多，笑料也很足，看哭了好几次，画面也不错，没有一个浪费的镜头。我觉得超赞，没看过话剧，但电影这样我觉得很棒了。,力荐
疯子的疯,你是高能的段子手，小事件透析大道理，没有网络术语，没有字话人生，有的只是平常人心都呼唤，给你5星,力荐
1806,其实整部剧到了incredible China 那儿，就该结束了，结尾那部分很容易想到是为了过审上映而设置，大家大可不必这么玻璃心，唯一不好的是，在一个好的立意下，某些情节有点刻意为荒诞而荒诞，有些冲突如果能弱化一些，反而能给人巨大的心里冲击,推荐
弗路十四,这片真心是近几年看到最好的国产。它很像一部本土化的《狗镇》，只有中国人才看得懂的《狗镇》。相信为了过审也修改捯饬了不少吧。「如果过去的就过去了，那么未来只会越来越糟。」这句话差点让我哭出来。,力荐
言由,中国,推荐
boks,一荒诞，就深刻了。开枪的急转直下看到对知识分子的批判,推荐
小风一吹其实没,好吧。。。舞台剧范儿太强了根本不像电影！人物性格像有开关一样地切换也没觉得有多合理，都说这剧本好可这讽刺也太直白了不是吗？,较差
盲忙,没想到第一次在大银幕这么堂而皇之的看到青天白日旗是在一部以古喻今的讽刺喜剧，没有看过夏洛特烦恼，但中国电影能有这样的题材和手法很令人欣喜，感谢开心麻花，所有演员都很出色，incredible China！,推荐
晓晓一,黑色幽默是令人难过的存在，那剪刀的咔擦声每一声都好像剪到心里。人心中的恶只经过一点点的刺激，就迸发出来。国民党的官员被描绘成了贪婪虚伪的反面人物，脱离这个一团糟的世界的女孩子去了延安，政治如此正确因此得以上映，也幸好探讨的是比政治更具普遍性的议题。,推荐
izaijin,有个很棒的剧本，虽然很多时候难免有些舞台剧的感觉，但后半段的荒诞心酸还是很能让人动容无奈。,力荐
K先生,不考虑讽刺和隐喻，这片的影评韩寒已经写过了。小孩子才分对错，大人只看利弊。,力荐
又又,前半段不错，但后半段有种崩坏了的感觉，校长也不可爱了，还给一曼公众道德审判，导演的视角不好。“我要睡服你”真棒！,还行
桃子,看之前某人问，你觉得这部和奇异博士哪个分高？我说怎么也得是博士吧？至少有特效加分。没想到……我错了。看到小格局的开头时，差点儿放弃，第一印象是确实太舞台。开始拼命笑，后面却一阵阵心酸停不下来。字幕完了都停不下来。女主角很棒！批评这部片子话剧感强的人只是暴露了对镜头无知吧……neat,力荐
神马蚁,三星电影，多一星给演员。深度可以很容易被发掘，能感受到编剧的用心，然而不够电影，太话剧了,推荐
高处不胜寒,强权之下，人性暴露，甚至扭曲，这是常态，但也别拿无法约束自己的道德来强奸别人，对一曼如此，对所有人都如此。最有意思的是教师的设定，从小到大我都觉得教书育人是一件伟大的事，做这件事的人也一定伟大而清高，但其实往往忽略他们也是“人”。用舞台戏剧的方式呈现银幕戏剧，转折生硬，实为败笔。,还行
康若雪,处处用力过猛。,还行
卍line,我给你讲个笑话，你可别哭。,力荐
比多,以资鼓励,力荐
月下独酌,剧本很赞，比夏洛特烦恼有深度，黑色幽默却也亲民，毫无明星的阵容大胆而自信，支持原创国产电影。,推荐
乃子房,写的真好 拍的真差,推荐
给你我最亲爱的,所有的人物都支撑住了，没有绝对的坏人，也没有绝对的好人，只有一个人最悲剧，那就是张一曼老师。,推荐
肥嘟嘟左卫门,喜剧效果一般，剧场感太强，电影感太弱，人物的代表性很直接，变脸太快太夸张。前半段还真以为是换个时代背景来深刻讽刺，到后半段的夸张荒诞变成了主题先行了，格局反而小了，结局俗不可耐。美国人演技太差，铜匠的方言是蒙古语吧？不过还是为中国荧幕能有这样的毒草加一星。,推荐
Fornever,让人心塞的好看。推荐去电影院看，推荐系数 12/10,力荐
Nowaysis,4.5星。原来是女权主义电影。如此大规模频繁出现青天白日旗的国产片是第一部吧。,推荐
kylegun,“如果让过去的过去，一切只会更糟。”生硬别扭处太多，全片唯一笑出声的地方是最后“去延安”的字幕，但社会意义大于美学意义，不忍差评,推荐
泽帆,配乐的导向过于明显，喧宾夺主。里面的喜剧是好小品式，但温情和悲剧偏现实，两者没有保持统一。四个主要人物性格转变反差大，话剧感很强，但容易导致观者的情感投射偏差（喜欢这个人物，突然变坏了，会觉得生气）。张一曼的伏笔好，人物生动。故事讲得非常干练简洁大气，是那种打磨很多遍的好。,推荐
干柴寻烈火,不好看，不好笑，无聊,较差
小谢,看到后来有点难受……,力荐
太常寺协律郎,笑中有泪啊，每个人物都性格饱满，演员的演技炸裂，太太太厉害了！准备二刷,力荐
Theo's Anatomy,好堵，这个本子为了给人添堵不遗余力，戏好看但戏的痕迹太重！同是两个小时，话剧在狭窄的空间里尽可能多的放大剧情放大人性，反倒是电影少了空间的束缚语言更为自在，但话剧的本子碰上电影的表现手法，这些激烈的冲突反而变成了叙事上的负担，话剧演员到电影演员从身体到表情的的过渡稍不注意就会过火,还行
巴别塔以北,看完感觉就是社会和国家的缩影，过去的过不去，未来还是会再次面对，投向哪个“延安”都一样。片中一直凸显民国的背景，到处民国国旗，幸好有个民国，可以让我们还有机会大肆讽刺来借古讽今，能过审也算一种进步吧，但就像《心迷宫》，结尾必须要加几句话,推荐
蓝莲花,惊喜！不敢相信这是开心麻花的第二部电影。虽然结局为了过审有点洗白，但总体真的很赞，对历史，对国民性，对人性，借古讽今，面对“团结一心向前看”的指示，电影给出了它的态度“过去的如果都这么过去，未来只会越来越糟”。,推荐
燃烧1980,导演讲了一个小故事，却深刻的反应了现实，没有用喜剧作为结尾，更能引人深思。校长代表了理想，校长女儿代表了希望，一曼代表了自由，铁男代表了人性，老裴代表了现实，特派员代表了权利。为了理想坚持，为了自由而结束，在现实和权利面前扭曲了的人性，还好最后我们还有理想和希望。,力荐
沉默的玩,太不电影，但故事够好。官府就是打劫的，知识分子无论忍辱负重的天真刚强的虚伪势利的愤怒叛逆的自由直率的底色都是一样的怯懦，莫名其妙的优越感和大事不拘小节的自欺欺人，群众感情是纯朴，一朝得势比官府还狠。这戏码演了多少年了，这死结谁知道怎么破？,还行
两间馀,讲的是契诃夫的故事，当然好看。所以片子不错，但要说编导本身多有才华，也不能这么说，成功借力吧。,推荐
LoVe,戏中戏。人来人往，皆为利。还好旧人依在。,推荐
莫呼洛迦-屁股上的青春在歌唱,厲害！厲害！（慢動作搖頭鼓掌）沒有看過話劇 版 但看大家都說話劇版更強 讓我不禁好奇電影版都那麼厲害了 那話劇版是得有多厲害啊？每一個嘲諷的點都非常精準 每一段對人性的描繪都非常血淋淋 銅匠的那個角色感覺像在影射「如果民智開啟 民眾將會變得更貪婪 更不可控」,推荐
Y.Sir,话剧改编成电影的代表，《十二公民》，《费城故事》，《欲望号街车》，部部经典。可是这部，总感觉缺了点儿什么，论话剧，没有激昂的台词陈述，论电影，又没有场景调度的亮点，平庸之作……,还行
颜控因为人丑,一曼 可能是今年最好的女性角色了 有血有肉有欲望有残缺 她飘飘荡荡 肆意蔓延 迷人极了,推荐
★NEXT.7☆,目前为止年度华语最佳，剧本吊炸天，高潮再高潮还能继续往上叠高潮。一看豆瓣上竟然这么多冷嘲热讽的我也就呵呵了。,力荐
H,同为开心麻花作品，比夏洛特烦恼要好，因为这片子更加有深度，当看到铁男也屈服的跪地磕头求饶的时候，这是整个电影最悲伤的一幕。引人思考，别老拿人家从话剧改过来说事，改的好就是成功,力荐
梅林,借古讽今，教育界的蠢驴们被从上到下嘲弄了个遍，荒诞色彩渲染了高潮，悲剧气息弥漫了结局，校长的初衷着了火，铜匠的质朴变了味，貂皮男如鱼得水，浪荡女缘木求鱼，坦率哥跪服在枪口下，学生妹又投奔向另一场暗黑派对……美国佬掏出钞票，特派员举起手枪，梦想虽然绚烂，却禁不起一颗石子的颠簸……,推荐
glim,讲出，事情就这么过去了，就会越来越糟，已经很可以了,还行
翻滚吧！蛋堡,无疑是个好剧本，但剧作上的缺陷放置大银幕被无限放大，包括人物性格起承转合等等。这也体现在创作态度上，导演没花心思（或者说没能力）进行电影化的改编，舞台式的表演台词都太尴尬了。,还行
大村拓哉,特别好，深度上超越夏洛,力荐
fallingraining,黑色幽默的确实很意味深长，但归根结底还是最后小姑娘的那一句话:如果过去的就这么过去了，以后只会更差。,推荐
电影记忆体,就像从孔飞力的《叫魂》里看出 文化大哥命的史前史。一定能从《驴得水》里看出为啥国民党走到卖党产的地步。见长文。,推荐
宋衍,今年最佳,力荐
更深的白色,如果太过舞台剧化的批评尚算中肯，那所谓人物转变太快为了戏剧性而戏剧性的指控就莫名其妙了，因为小知识分子（荡妇）就是这样的啊……文本太棒了，思想性的完整丰富也是可以当商业片卖点的。,推荐
桔子,牵手成功^_^,推荐
ShuuHaku,观感尴尬症发作。好想法不等于好剧本，好话剧不等于好电影，视听语言、讲故事水平、风格揉捏的水平基本为零。知道想表达这些和那些，但这些和那些却一点表现力都没有，输出都靠吼？,较差
花轮君,还有得学，一曼不错。,还行
弄樱,跟十二公民的问题一样，表演太用力，舞台痕迹太重。除了远景就全是中近景，场面调度基本负分，熄灯式的强切比比皆是。感觉回到了梅里埃式的舞台实录，对话剧剧本的原番不动从一定意义上就是对电影形式的不尊重。,还行
水浒三国金刚,幸好1942年没改成1992年，不然这片就黄了。演一曼的演员会红,推荐
雅斯科罗宁,1、喜剧吗？并不太是，黑色幽默以及残酷。2、剧本尺度挺大的，这tm至少PG13吧，带小孩去要尴尬。3、舞台剧的腔调确实重了些，电影质感偏弱，表演也是，台词功力还挺好的。4、关于人物转变、剧情是否合情合理，我觉得尚可接受。5、讽刺是显然的，所以大银幕上这电影我支持，比其他妖艳贱货好太多了。,推荐
K1eru7,好片,力荐
Cosine,带着非常怀疑是刷分的心思去，结果发现还真不错。非常舞台化的平面表达夸张演绎，但架不住本子有料，演员活儿好。任素汐这名字记住了，太厉害，而且歌儿唱的可真动人。,推荐
沉默子,男孩子都是傻逼系列,推荐
小魚,話劇痕跡有些明顯，但是故事還不錯。比較喜歡張一曼這個角色，人也比較耐看，不時想起毛姆大叔《尋歡作樂》的女主角。我本身也比較喜歡這種真實不做作的為人處事性格，很多時候墨守成規的原則讓人鄙夷，人活著就是為了自己快樂嘛。哦豁，跑題了，但是我高興啊。ps：配樂還不錯，那首［我要你］也好聽。,推荐
scaryzion,太刻意了，要是这种片也能一片喝彩，陈佩斯是不存在过么？,较差
宋小卡,太像话剧，作为电影，没啥艺术水平，但就当成在电影院看了一场话剧也挺好的，挺有中国特色。演员们，不说演的惊为天人，但至少都是职业选手，比大多数明星强多了，喜欢任素汐。我现在对国产电影得要求很低，只要不比微微一笑很倾城更难看，就可以。,推荐
失控的小跳蛋！,看张一曼看的一直哭，他独自唱歌那段太美了，还有铜匠唱蒙语歌的时候，可惜铜匠糊了,力荐
未注销,小品式电影，路子蛮野，能过审值得欣慰，很多明讽暗讽，值得品味，近期佳片！！！,力荐
橘陶,好的喜剧总是让人看着哭，你们都在说夏洛特烦恼我却想到拍太阳照常升起的姜文，在一种特定的叙事方式下，人物都各有所指，没有人是中心，那个时代发白的荒谬才是。,力荐
Jason_波波,话剧感超重的片，也正因有了心理准备，对后段看似突兀的反转倒觉得可以接受。看完之后有种吃东西不小心把包装也一起咽下的不舒服感，可能是用力过猛，亦可能话题太敏感。但不可否认的是本片给足了大家讨论的话题和空间，单从这点就该鼓励。,还行
麥c臭魚,前半段笑到胃痛，后半段讽刺到观感不适。每个角色都有值得心疼的点，活着真是比什么都重要,推荐
森林里的小玄子,今年最好的喜剧片不假，人人都在扮演牲口，最有意思的地方就在于这个“演”字，逢场作戏，人们却在自然反应和同伴的暗示下搬出了自己最天性的表演——谎言。任素汐的表演真是这三年来见到最直觉的，说她是中国的安藤樱我觉得一点都不过分，但是剧本的败笔还是在于凭什么疯女人一定得死？为啥一定得死呢,推荐
逻姬恨剧透,有话剧剧本很扎实。本身对于对话 语言的考究也很到位 对于人性的恶 下手蛮狠的；还聪明地靠黑某党拿过了审核。,推荐
熊猫眼小A,同事给的票，去看了首映。放映结束后两个导演和主创们出来谢幕，每个人都拿到话筒，啰嗦又真诚。任素汐最后唱《我想要》的时候，我的眼眶一红差点就落下泪来。散场时跟朋友说，以后还是要人文艺术类的工作，与这些快乐比起来，我们每天做的那都是些什么事啊~,力荐
Yume,中华土味魔幻现实主义,还行
V,原本以为这是一部类似《夏洛特烦恼》式的喜剧小品电影，没想到是一部揭露人性的严肃正剧。特别是最后几个段落，戏剧张力十足，看得人心惊肉跳、坐立不安，仿佛一根针刺到心头。为什么内地不选该片去竞选奥斯卡最佳外语片呢？,推荐
巴啦啦小魔仙,娇娆做作，自我高潮，意淫发射。一个好的点子硬是让拍成了家有儿女般的情景喜剧（还侮辱了家有儿女，家有儿女至少讲一个道理不会跟木偶人一样大吼大叫生硬），豆瓣要是持续这种电影虚高打分，真的药丸了。当然了，除非豆瓣大部分都是一群不食人间烟火的小...仙女吗？错！作逼！,很差
小兔子不不不,如果有负分的话，我想给负分，有些东西过了，就失真了，逃脱不出话剧的套路跟槽点。,很差
大隐隐于小西天,这部电影就是一幅中国小知识分子的众生相。,力荐
王子面Alice,太难受了！本来以为是喜剧而已，没想到是这么讽刺的结局，女主演技太赞了，我是女主迷妹。 后半小时一直很压抑，直到枪响，感觉也是唯一的可能性，女主的心情可以感同身受。 好难过……,力荐
只有霸王,舞台感强，既是亮点也是缺点。剧本没啥毛病，但同样因为过于尊重舞台本而失于镜头化。铜匠的荒诞转折是全剧关键点，在戏剧舞台上是成立的，在银幕上略显生硬，也许会有更好的处理方式。总体来讲，比今年的国产片都要好。,推荐
Solder,人性不能拿来考验。,推荐
蔸忆,要是话剧感能减弱，电影视听语言增强，会更好。谢谢编剧比我克制，最可怕的已经发生，更可怕的及时刹车。,推荐
Obtson,很好地解决了戏剧票价偏高和一旦坐在后排就完全看不清演员表情的问题。一个猜测，戏剧电影可能会在未来几年频频在中国银幕刷脸，怎么拍没想清楚，想好怎么演就行。Incredible China！,还行
庄老斜,手法太幼稚了，人物完全立不住，性格莫名其妙，转折莫名其妙，挺好的一个吃空饷故事讲成这样，真是服了。,较差
過期貓糧,感觉还是在看话剧。,还行
不想做神仙鱼,魔幻中国或是incredible China，只能存于1949之前，最终唯一明智之人还是归顺了延安。剧作力度始料未及之强，一步步向荒诞与悲剧的深渊推进，讽刺声响大到即便是1942也觉得“竟然能过审”。只是实在太像话剧了，虽未看过话剧版，却时刻觉得自己面前不是银幕而是舞台置景。“驴”得水能叫，仍是牲口。,推荐
隔壁家山田姐姐,啊 两处泪点 看得好难受 出了影院还很揪心,推荐
Panda的阴影,从3星的印象（太过于话剧模板，电影感缺失，但好在没像《夏洛特烦恼》那般引起我的嫌弃）改2星的不满（为了促成故事的发展，情节转折生硬刻意缺乏现实逻辑）到最后给1星（豆瓣评分也太高了吧？）P.S.：片子结束时听到不少同场的观众表示「不好看、没看懂、甚至难看」，不禁让我怀疑此片口碑的真实性？,很差
欲盖弥彰,好剧本,力荐
木由,蔡蔡说，都跑去看电影了，还有谁会看话剧呢？心疼。,推荐
羊男的乌鸦,20161003。自由人。荒誕的表演 荒誕的人生 每個人的性格刻畫如此真實 每個人都能從這部片子裡找到自己的影子。或多或少 我們都是如此愚笨 無知 裝傻 賣瘋的生活,力荐
daangel,好戏，但格局太小，喜剧，但不值得同情。,还行
Jasper,音乐加分。,还行
独孤行之,开心麻花第二弹，很不夏洛特烦恼。整体太戏剧，很不像电影，从而有表演过猛，剪辑奇怪诸多缺点，但剧本确实工整，内容确实是看过的院线电影中尺度最大的一部。黄段子满天飞，对人性贪婪、官场文化、教育制度甚至民族劣根性都露骨讽刺，皆是负能量。Incredible China，无奇不有。任素汐，《我要你》。,还行
艾晨,三星半吧。这个片挺可以说一说的。,还行
烂片导演跪下,明明笑的比谁都大声，还不停的说电影没意思.真尼玛有病,推荐
泉の向日葵,建国后妖不能成精，于是所有的魑魅魍魉都挪到了解放前。民国的青天白日旗下，赤裸裸的欲望、贪念、恶毒与虚假。一直软的硬了，一直硬的软了，一直向往自我的疯了，剃头那段，分明就是某运动的写照。一曼的角色太突出，光芒四射，那首《我要你》唱得人心醉。,推荐
朝克图,厉害了我的feminism,很差
任woman,哭不出来也笑不出来，看完生理和心理双重不适，感觉自己受到了深深的伤害。,很差
N.YW,糖衣里的深水炸弹,力荐
唐顿庄园,中国或许最缺乏教育的，不是农民。,力荐
千桐Chloe,在利益面前，理想主义不是投降，或者出逃，就是吞枪自杀。今年华语片最佳。,力荐
EC@Star,竟然有点[太阳照常升起]的影子。,推荐
乌龙的哈大爷,"这是一部我相信走向海外也风评很高的国产电影。没有强行happy ending甚至讽刺意味浓烈的结局，广电总局居然过审了, 似乎越来越开明了。看了影评才恍然大悟，故事背景设置在国民党统治期间，且结尾校长女儿去延安发展了",力荐
R。,人性的瞬息转变在话剧演员略带夸张的表演下更加真实 无论是个人还是国家 最怕欺骗性的逃避以及默不作声 可是有时候没有能够发声的平台 只要有一点点反对的风吹草动就被立即打压下去 在这个过程中 人性潜移默化的冷漠与丑恶也不断积累 最后也许只能无奈欺骗的的说“让过去的过去吧。”,力荐
阿顺,比《釜山行》更看透人性。有点太沉重，失控。,还行
杜蘅,我所看过的今年国产最佳 真正的悲剧,推荐
壹次心,挺好的。尴尬症不常犯，每个人都真实，除了校长的女儿，特傻白甜了点儿。一开始特爱张一曼，看着看着也觉得就是个平凡人儿，不因淫而贬损，但也不能因淫而看高了些她。有那么几个瞬间还哭上了，比如张一曼剥蒜头儿，比如铁匠唱情歌儿的那些时候，都美好得像最初那样。,推荐
柏亚舟,支持国产电影应该是支持这样的电影。,力荐
冷小曦,一个不错的寓言，代入感极强，就是话剧感依然大于电影感。故事非常讽刺，就好比好莱坞的星光大道，原该名人手印呆的地方，封存的却都是中国的著名刻章办证电话。,推荐
Luk,一曼别自杀啊，一枪毙了裴魁山。那种现实里吃不到葡萄反说葡萄酸的嘴脸，完美诠释，高啊。,推荐
我是牛我是牛,意外之喜的高看，张一曼很好，不曼不妖。周铁男造型很像樱木花道，裴魁山？人矮量小还软2.0屌。最后我们谁都看不起又羞于对号入座。插曲很好跟菲姨就差一个神坛了,力荐
孔雀公子,这种电影也是多拍才好，开头就是各种荤呀，结尾反转的有些生硬，还是需要户籍哒,推荐
我来我征服,看得悲从中来，后排有俩男的一直在笑，铁男怂了他们笑，铜匠“假死”他们笑，实在让人有点儿恼火。有些戏份拍得略刻意和脱力，但是，整体真是出色，可以给到85-90分。以及，太喜欢一曼了，从容倔强，美得别有风情。,力荐
迷失东京,为了讽刺为了主题为了往人性上带就把故事往拧巴往揪心上编，再精彩也不是好剧本,还行
vivinara,1.一曼身穿旗袍阳光下边唱老狼的我要你边剥蒜。把蒜衣当雪花一样抛向空中。（史上最文艺剥蒜法，从此以后剥蒜自带BGM）2.铜匠离别前用最质朴的歌声让一曼回头一笑。反衬后面最恶心的对峙也在他们之间顿显荒谬。3. 校长女儿打开箱子彩球滚落一草地。几个主演的演技甩当红小鲜肉小花旦几条街。,力荐
俊堂,话剧感十足，剧本也很好，但不适合公映，大屏幕上公映的体验跟小剧场完全不一样，很多地方需要调整，不然就很尴尬。海报太有欺骗性了，引导观众预期是《夏洛特烦恼》那种爆米花喜剧片（营销策略？），如果冲着喜剧进影院，看完会有上当的感觉吧。,还行
ReeZan,后悔当初没看话剧，应该会比观影效果好得多,推荐
kele噗,"让人欢喜让人忧。为什么一审就过，不得不从结尾处佳佳投奔延安大哥看出亮点。",力荐
爱冒险的蝴蝶,果真，是借古讽今的电影。同名话剧当年挺火但没看过。前半段拍得好，民国小知识分子的意气奋发真有点动人。最喜欢的一幕戏大概是女教师一曼一边剥蒜，一边迎着风唱歌。嗯，到结尾这首歌又回来了。这一段拍得很自然。比后面的用力过猛都好其实。,还行
Imagine,双十一在校内剧场看了这部时长111分钟的电影。,推荐
帅影人生,剧本好是好，搬上大银幕却没有电影的质感，话剧味儿太重了。鲜明突出，利益冲突，荒诞幽默，荤段子，借古讽今，教育体制，国民党，全是赤裸裸的讽刺。人性的脆弱在这里展现的淋漓尽致，在威胁下，在利益下，背弃原则，抛弃尊严，妥协就是个悲剧的词语，但这就是所谓的人性，于是笑着笑着就笑不出来了。,还行
游坦,电影元素呢?叙事呢?故事性呢?,较差
小油飞,剧本勉强可以看下去，但作为电影实在糙得过头了，每个桥段都让人替导演和演员尴尬得不行。。就不能有点耐心请几个正儿八经学过电影的人来帮忙好好打磨一下嘛。,还行
陌上糖,本子出奇的好~~一曼，真美人！,力荐
延延,诚然可以更好，更有所谓的电影感，但是已经足够好。,力荐
左胸上的吸盘,勉强及格吧，喜剧的份额不多，前面把架子搭起来以后后面就开始砸了，挺标准的悲剧拍法了。这片子是以民国为背景用身份喜剧桥段表达了个自由其实是性自由在现实中折毁的主题，虽然女主在后面被遗忘了，但演员表还是这么排的啊。这种姑娘我是喜欢的，来找我的都是这种姑娘，我应该保护她们，以前没做好,还行
周安雅,看完会让人不想说话，需要吃很多食物来缓缓。虽然提前知道了有大转折，给自己打了预防针，依然防不住。校长是最不动声色，打着一心一意办好教育的名义，开始了这一场闹剧。是他拱手送人上铜匠的床，是他动的剪刀，也是他答应送女儿进礼堂。一切发生后，又像没事人一样在黑板上写着粉笔字，新学期开始。,还行
baboerben,也许我们终将变成我们曾经所厌恶的那一类人，可悲的是我们对此豪不知情。,力荐
刺猬的优雅,说是喜剧但看的揪心。几次枪响把我吓得半死。,推荐
大牛尔,本以为一曼那么放荡是有隐情，结果啥都没有，莫名其妙就完了，笑点也很干，当成故事片又舞台感很强，奇怪的观后感。给三星吧，以为又是一部爆笑的《夏洛特烦恼》呢,还行
狮子没尾巴,本来是想喝老妈一起去看的 喜剧嘛 放松一下 后来老妈把我抛弃了 我和闺蜜去的 过来人讲 这部戏不适合和保守严肃的家长一起看（什么时候写个长评）,力荐
塔拉胡,张一曼很精彩，任素汐太出彩，不动声色惊心动魄，她一个人值三颗星，还有一颗星给文本。也许不算得一部佳片，但十分值得一看。本年度，甚至是近年来来，国产电影最出色的一个女性角色，对，不仅仅是女演员，而是这个张一曼这个角色太震撼，而任素汐又把她演活了。,推荐
SCIFI,太黑了,推荐
Foley,抱著挑刺的心態去看這部片子，卻挑不出什麼刺，近乎完美的劇情片。要說缺點，就只能是形式化和臉譜化的內涵了吧。,推荐
第27章,讽刺喜剧，开心麻花第二部电影，得益于舞台剧的积累，这片也是满满夸张的舞台气质，狭小的空间，唇语快速交锋，一个冲突接着一个冲突。片子除了借古讽今，还处处戳中人性的弱点，想起了《光荣的愤怒》，那种骨子里的黑色幽默和荒诞现实。另，特别喜欢开心麻花的小品，每部都是一部大片。,力荐
